TransactionAmount,TransactionType,Location,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,Target
651.82,Debit,Indianapolis,138.181.222.38,M094,ATM,21.0,Student,166.0,1.0,1802.77,2024-11-04 08:07:02,0,0
66.65,Debit,Detroit,120.170.93.69,M100,ATM,37.0,Engineer,33.0,1.0,3559.96,2024-11-04 08:11:00,1,3
98.53,Debit,Denver,119.163.214.161,M085,Branch,69.0,Retired,166.0,1.0,3564.8,2024-11-04 08:11:19,1,3
138.95,Debit,Washington,104.155.121.252,M090,Online,71.0,Retired,30.0,1.0,6752.92,2024-11-04 08:08:37,1,3
33.890000000000015,Debit,Nashville,14.105.144.122,M079,Branch,26.0,Student,177.0,1.0,1444.75,2024-11-04 08:11:36,1,0
23.710000000000036,Debit,Atlanta,2.61.10.58,M005,Branch,58.0,Doctor,164.0,1.0,10788.89,2024-11-04 08:09:16,1,1
26.06000000000003,Debit,San Diego,140.212.253.222,M096,ATM,65.0,Doctor,283.0,1.0,12893.629999999997,2024-11-04 08:12:00,1,1
17.069999999999993,Debit,Los Angeles,47.82.77.181,M023,Branch,27.0,Engineer,44.0,1.0,2798.15,2024-11-04 08:11:25,1,2
703.89,Debit,San Antonio,48.19.99.211,M074,Online,46.0,Engineer,62.00000000000001,1.0,3583.67,2024-11-04 08:06:44,0,2
26.55000000000004,Debit,Houston,91.204.200.167,M099,ATM,77.0,Retired,228.0,1.0,3085.38,2024-11-04 08:07:23,1,3
147.4,Debit,San Jose,92.214.76.157,M067,Branch,42.0,Engineer,259.0,1.0,6797.71,2024-11-04 08:07:18,1,1
202.11,Debit,Memphis,59.208.79.116,M005,ATM,27.0,Student,18.0,1.0,746.4700000000003,2024-11-04 08:10:01,1,2
308.42,Debit,Nashville,76.0.164.168,M077,Branch,75.0,Retired,39.0,1.0,5427.81,2024-11-04 08:06:34,2,3
11.180000000000007,Debit,Miami,176.96.83.253,M035,ATM,53.0,Engineer,144.0,1.0,7467.3,2024-11-04 08:10:57,1,1
294.15,Debit,Fresno,112.86.148.212,M020,Online,38.0,Engineer,136.0,1.0,6362.16,2024-11-04 08:07:19,1,1
139.45,Debit,Boston,77.7.223.184,M004,Online,27.0,Student,31.000000000000014,1.0,1305.7600000000002,2024-11-04 08:10:08,1,0
432.63,Debit,Chicago,116.175.11.222,M024,ATM,29.0,Doctor,137.0,1.0,13648.36,2024-11-04 08:10:24,2,1
131.43,Debit,Charlotte,77.7.223.184,M053,Online,43.0,Doctor,65.0,1.0,1337.5,2024-11-04 08:12:12,1,3
516.72,Debit,Mesa,197.187.216.106,M025,ATM,42.0,Engineer,128.0,1.0,2015.69,2024-11-04 08:11:35,2,3
166.13,Debit,Omaha,29.168.185.63,M013,ATM,68.0,Doctor,227.0,1.0,11822.53,2024-11-04 08:12:08,1,1
626.9,Debit,Chicago,59.12.96.11,M017,ATM,23.0,Student,146.0,1.0,587.1099999999997,2024-11-04 08:11:30,0,0
466.85,Debit,Austin,136.104.90.223,M007,Branch,56.0,Retired,165.0,1.0,5422.53,2024-11-04 08:09:35,2,3
788.84,Debit,Phoenix,4.105.134.118,M055,Online,58.0,Retired,231.0,1.0,1913.73,2024-11-04 08:09:42,0,3
525.28,Debit,Chicago,70.130.169.235,M011,ATM,69.0,Retired,134.0,1.0,4693.6,2024-11-04 08:09:39,2,3
632.69,Debit,Denver,211.97.88.141,M047,ATM,80.0,Retired,76.0,1.0,4363.74,2024-11-04 08:09:26,0,3
124.34999999999998,Debit,Oklahoma City,49.20.211.229,M015,ATM,72.0,Retired,90.0,1.0,3319.76,2024-11-04 08:11:35,1,3
43.849999999999994,Debit,Fresno,117.67.192.211,M013,ATM,62.0,Retired,122.0,1.0,4356.98,2024-11-04 08:07:18,1,3
283.81,Debit,San Diego,64.57.44.102,M046,Branch,28.0,Student,29.0,1.0,1519.35,2024-11-04 08:10:46,1,2
168.53,Debit,San Francisco,157.164.245.130,M100,ATM,71.0,Retired,112.0,1.0,5962.58,2024-11-04 08:12:09,1,3
132.84,Debit,Oklahoma City,147.114.91.132,M060,ATM,21.0,Student,143.0,1.0,822.7299999999996,2024-11-04 08:08:40,1,2
144.77,Debit,Albuquerque,57.166.147.242,M007,Online,20.0,Student,159.0,1.0,867.3199999999997,2024-11-04 08:10:54,1,0
643.22,Debit,Atlanta,175.166.115.182,M073,ATM,64.0,Doctor,93.0,1.0,1035.8599999999997,2024-11-04 08:07:46,0,3
208.07,Debit,Oklahoma City,157.164.245.130,M100,Online,32.0,Doctor,36.0,1.0,8478.9,2024-11-04 08:11:43,1,1
295.5,Debit,Mesa,137.135.250.168,M095,ATM,59.0,Retired,36.0,1.0,6280.66,2024-11-04 08:07:08,1,3
30.22999999999996,Debit,Austin,134.247.5.188,M049,ATM,44.0,Doctor,99.0,1.0,481.1300000000001,2024-11-04 08:12:06,1,3
180.24,Debit,Phoenix,169.67.220.37,M098,Branch,58.0,Engineer,144.0,1.0,8431.23,2024-11-04 08:09:17,1,1
96.54000000000002,Debit,New York,69.61.96.139,M020,Branch,58.0,Retired,95.0,1.0,7182.22,2024-11-04 08:10:31,1,3
101.04000000000002,Debit,San Antonio,142.184.68.230,M067,ATM,27.0,Student,160.0,1.0,1695.5699999999997,2024-11-04 08:06:43,1,2
39.66,Debit,Virginia Beach,200.136.146.93,M045,Branch,52.0,Engineer,169.0,1.0,8497.34,2024-11-04 08:07:19,1,1
99.36000000000001,Debit,Seattle,93.151.52.152,M004,ATM,40.0,Doctor,46.0,1.0,1272.12,2024-11-04 08:09:15,1,2
123.85,Debit,Las Vegas,105.136.156.29,M047,Online,56.0,Engineer,244.0,1.0,3959.62,2024-11-04 08:06:36,1,3
426.93,Debit,Omaha,3.70.1.133,M054,ATM,19.000000000000004,Student,248.0,1.0,476.1899999999996,2024-11-04 08:09:12,2,0
222.39,Debit,Virginia Beach,180.224.54.115,M088,Online,49.0,Engineer,73.0,1.0,3117.39,2024-11-04 08:10:52,1,3
131.46,Debit,Charlotte,146.69.70.214,M006,Branch,67.0,Retired,258.0,1.0,6642.33,2024-11-04 08:11:30,1,3
268.39,Debit,Miami,65.164.3.100,M017,ATM,26.0,Student,171.0,1.0,136.73999999999978,2024-11-04 08:06:40,1,2
353.82,Debit,Milwaukee,72.128.135.172,M035,ATM,42.0,Doctor,143.0,1.0,705.75,2024-11-04 08:06:40,2,3
364.42,Debit,Chicago,120.32.147.210,M078,ATM,51.0,Engineer,146.0,1.0,8119.73,2024-11-04 08:09:16,2,1
195.12,Debit,Louisville,199.103.32.145,M043,ATM,46.0,Doctor,144.0,1.0,6101.15,2024-11-04 08:10:40,1,1
230.61,Debit,Raleigh,97.4.209.133,M076,Branch,80.0,Retired,204.0,1.0,2561.42,2024-11-04 08:09:46,1,3
242.03,Debit,Dallas,219.98.242.240,M014,Online,58.0,Engineer,124.0,1.0,4382.73,2024-11-04 08:07:12,1,3
135.03,Debit,San Francisco,74.58.165.67,M097,ATM,23.0,Student,180.0,1.0,1278.0,2024-11-04 08:08:18,1,2
193.54,Debit,Oklahoma City,196.244.194.198,M088,Branch,80.0,Retired,267.0,1.0,2929.51,2024-11-04 08:08:26,1,3
266.57,Debit,El Paso,91.204.200.167,M031,ATM,72.0,Retired,100.0,1.0,7676.92,2024-11-04 08:09:17,1,3
153.4,Debit,Mesa,162.58.247.55,M057,ATM,45.0,Engineer,144.0,1.0,4657.7,2024-11-04 08:08:08,1,3
5.120000000000033,Debit,New York,188.205.152.176,M002,Branch,34.0,Engineer,90.0,1.0,3293.01,2024-11-04 08:10:31,1,2
119.11000000000001,Debit,Detroit,200.13.225.150,M070,ATM,57.0,Engineer,131.0,1.0,7998.25,2024-11-04 08:09:48,1,1
119.72,Debit,Tucson,147.227.81.224,M011,Branch,30.0,Engineer,123.0,1.0,3435.34,2024-11-04 08:10:20,1,2
107.4,Debit,Virginia Beach,146.69.70.214,M079,Online,58.0,Doctor,32.0,1.0,344.0699999999997,2024-11-04 08:08:03,1,3
115.92000000000002,Debit,Raleigh,204.34.243.93,M033,ATM,53.0,Retired,57.0,1.0,3897.17,2024-11-04 08:09:02,1,3
438.04,Debit,Philadelphia,80.92.209.207,M025,ATM,67.0,Retired,247.0,1.0,5358.95,2024-11-04 08:06:33,2,3
677.29,Debit,Houston,49.172.82.247,M015,Online,27.0,Engineer,287.0,1.0,627.79,2024-11-04 08:07:15,0,0
296.0,Debit,Las Vegas,32.71.250.58,M085,Branch,35.0,Doctor,248.0,1.0,7418.82,2024-11-04 08:06:54,1,1
100.51999999999998,Debit,Las Vegas,113.115.81.178,M038,ATM,50.0,Engineer,110.0,1.0,453.3900000000003,2024-11-04 08:11:28,1,3
85.35,Debit,Washington,100.4.40.132,M074,ATM,66.0,Retired,166.0,1.0,2173.76,2024-11-04 08:06:25,1,3
79.75999999999999,Debit,Raleigh,157.130.28.27,M055,Branch,39.0,Engineer,170.0,1.0,6452.14,2024-11-04 08:09:34,1,1
386.38,Debit,Phoenix,203.197.235.35,M058,Online,42.0,Engineer,135.0,1.0,5528.36,2024-11-04 08:10:06,2,3
14.289999999999992,Debit,Los Angeles,90.111.245.138,M070,ATM,34.0,Engineer,150.0,1.0,7016.99,2024-11-04 08:08:52,1,1
293.97,Debit,Phoenix,56.89.80.133,M047,Branch,68.0,Retired,153.0,1.0,7371.85,2024-11-04 08:08:57,1,3
136.32,Debit,Miami,217.233.219.196,M060,Online,19.000000000000004,Student,113.0,1.0,264.8299999999999,2024-11-04 08:09:24,1,2
251.06,Debit,Chicago,195.237.152.198,M003,Online,36.0,Doctor,34.0,1.0,10001.66,2024-11-04 08:10:13,1,1
21.400000000000006,Debit,Fresno,198.166.198.233,M027,Branch,34.0,Engineer,258.0,1.0,9594.11,2024-11-04 08:11:40,1,1
73.28,Debit,Boston,206.84.69.39,M096,Branch,21.0,Student,21.0,1.0,1329.4099999999999,2024-11-04 08:10:57,1,0
70.23000000000002,Debit,Memphis,146.47.189.38,M066,ATM,38.0,Doctor,260.0,1.0,11624.93,2024-11-04 08:07:15,1,1
689.29,Debit,El Paso,166.41.54.117,M034,ATM,22.0,Student,100.0,1.0,168.84000000000015,2024-11-04 08:07:49,0,0
745.03,Debit,Fort Worth,30.92.249.132,M075,Online,28.0,Student,231.0,1.0,160.5699999999997,2024-11-04 08:09:15,0,0
54.610000000000014,Debit,Milwaukee,39.163.103.27,M043,ATM,58.0,Engineer,160.0,1.0,7135.64,2024-11-04 08:07:19,1,1
54.05000000000001,Debit,Louisville,167.104.180.235,M008,Branch,27.0,Student,146.0,1.0,469.1400000000003,2024-11-04 08:11:34,1,0
107.47,Debit,Austin,59.208.79.116,M037,Online,67.0,Retired,144.0,1.0,7517.5,2024-11-04 08:12:09,1,3
219.63,Debit,Charlotte,146.47.189.38,M002,ATM,48.0,Doctor,44.0,1.0,8013.63,2024-11-04 08:07:29,1,1
93.51999999999998,Debit,Philadelphia,190.251.45.32,M011,Online,51.0,Engineer,97.0,1.0,2791.2,2024-11-04 08:08:04,1,3
376.79,Debit,Milwaukee,142.184.68.230,M039,Branch,68.0,Retired,265.0,1.0,7749.14,2024-11-04 08:08:44,2,3
697.32,Debit,Atlanta,163.58.140.206,M080,Online,68.0,Retired,91.0,1.0,2016.02,2024-11-04 08:11:18,0,3
442.74,Debit,San Diego,141.201.46.191,M019,Branch,23.0,Student,136.0,1.0,1790.27,2024-11-04 08:09:45,2,2
623.9,Debit,San Jose,206.84.69.39,M005,ATM,27.0,Student,249.0,1.0,711.4700000000003,2024-11-04 08:10:15,0,2
63.41,Debit,Fort Worth,141.201.46.191,M035,ATM,26.0,Student,36.0,1.0,1546.2200000000003,2024-11-04 08:07:15,1,2
346.85,Debit,Kansas City,13.149.61.4,M025,ATM,44.0,Doctor,88.0,1.0,7208.15,2024-11-04 08:10:25,2,1
7.5,Debit,Dallas,203.197.235.35,M054,Online,63.0,Retired,36.0,1.0,6485.78,2024-11-04 08:11:28,1,3
206.46,Debit,Virginia Beach,110.150.1.201,M013,ATM,65.0,Retired,279.0,1.0,3984.38,2024-11-04 08:06:44,1,3
423.11,Debit,Columbus,64.57.44.102,M055,ATM,60.0,Engineer,47.0,1.0,412.77999999999975,2024-11-04 08:10:58,2,3
22.460000000000008,Debit,New York,147.119.62.178,M087,Online,54.0,Retired,78.0,1.0,6631.5,2024-11-04 08:07:46,1,3
334.89,Debit,Fort Worth,32.13.122.242,M040,Online,21.0,Student,260.0,1.0,1661.6800000000003,2024-11-04 08:08:44,2,0
144.3,Debit,Oklahoma City,93.170.203.44,M049,ATM,18.0,Student,88.0,1.0,312.1899999999996,2024-11-04 08:10:39,1,0
366.21,Debit,Oklahoma City,210.160.90.52,M052,ATM,62.0,Doctor,181.0,1.0,10862.99,2024-11-04 08:11:36,2,1
99.11000000000001,Debit,Philadelphia,42.219.228.159,M015,Online,55.0,Retired,12.0,1.0,5414.87,2024-11-04 08:09:35,1,3
539.35,Debit,Milwaukee,216.32.4.105,M002,ATM,55.0,Retired,127.0,1.0,3919.44,2024-11-04 08:11:49,2,3
188.99,Debit,Oklahoma City,200.136.146.93,M065,Branch,58.0,Engineer,92.0,1.0,7315.34,2024-11-04 08:07:31,1,1
710.14,Debit,El Paso,83.207.115.164,M059,ATM,26.0,Student,227.0,1.0,465.6300000000001,2024-11-04 08:12:20,0,0
308.68,Debit,Milwaukee,86.220.59.252,M064,Online,53.0,Doctor,170.0,1.0,9992.36,2024-11-04 08:10:16,2,1
166.68,Debit,Mesa,187.52.200.18,M008,ATM,57.0,Retired,139.0,1.0,5141.19,2024-11-04 08:12:19,1,3
66.57999999999998,Debit,Raleigh,20.147.6.179,M040,Branch,23.0,Student,79.0,1.0,1636.3199999999997,2024-11-04 08:08:48,1,2
223.43,Debit,Dallas,198.73.211.114,M091,Branch,77.0,Retired,178.0,1.0,7932.41,2024-11-04 08:09:38,1,3
659.95,Debit,Detroit,94.227.164.192,M044,Online,60.0,Engineer,114.0,1.0,3927.69,2024-11-04 08:06:26,0,3
634.86,Debit,Chicago,122.94.26.104,M009,ATM,27.0,Student,45.0,1.0,588.5,2024-11-04 08:08:00,0,0
654.48,Debit,Columbus,148.112.151.27,M047,Branch,19.000000000000004,Student,114.0,1.0,6776.41,2024-11-04 08:10:17,0,0
157.97,Debit,Philadelphia,89.237.88.251,M009,Branch,48.0,Doctor,140.0,1.0,5529.92,2024-11-04 08:10:06,1,1
254.77,Debit,Denver,16.128.130.153,M031,Branch,57.0,Engineer,57.0,1.0,5994.87,2024-11-04 08:07:07,1,3
795.96,Debit,Raleigh,54.252.249.33,M014,Online,65.0,Retired,119.0,1.0,5468.58,2024-11-04 08:08:26,0,3
149.25,Debit,Omaha,3.77.114.6,M067,ATM,39.0,Engineer,142.0,1.0,5677.52,2024-11-04 08:07:41,1,1
37.56999999999999,Debit,El Paso,173.135.78.201,M048,ATM,57.0,Retired,42.000000000000014,1.0,7739.54,2024-11-04 08:09:21,1,3
448.33,Debit,Atlanta,142.148.226.178,M031,ATM,25.0,Student,161.0,1.0,922.1900000000005,2024-11-04 08:09:44,2,0
8.650000000000006,Debit,Las Vegas,200.136.146.93,M037,Online,48.0,Doctor,273.0,1.0,10778.35,2024-11-04 08:09:03,1,1
539.81,Debit,San Francisco,51.196.87.214,M064,Online,46.0,Engineer,177.0,1.0,2051.25,2024-11-04 08:09:05,2,3
363.53,Debit,Kansas City,134.140.85.231,M068,ATM,63.0,Retired,142.0,1.0,1038.9099999999994,2024-11-04 08:10:57,2,3
358.18,Debit,Boston,100.198.165.4,M028,ATM,18.0,Student,157.0,1.0,619.8599999999997,2024-11-04 08:07:58,2,0
167.2,Debit,San Antonio,56.67.227.142,M036,Branch,30.0,Doctor,84.0,1.0,11320.83,2024-11-04 08:06:52,1,1
121.91,Debit,Chicago,135.29.211.116,M015,Branch,60.0,Doctor,133.0,1.0,14510.8,2024-11-04 08:08:59,1,1
137.57,Debit,Louisville,40.10.25.102,M067,Online,54.0,Engineer,70.0,1.0,5103.67,2024-11-04 08:11:22,1,3
534.62,Debit,Oklahoma City,178.34.103.183,M007,Online,55.0,Doctor,45.0,1.0,13793.53,2024-11-04 08:06:35,2,1
463.92,Debit,Mesa,199.103.32.145,M010,Online,50.0,Engineer,199.0,1.0,2403.39,2024-11-04 08:09:14,2,3
320.14,Debit,Milwaukee,83.182.211.68,M021,Online,60.0,Retired,96.0,1.0,3075.97,2024-11-04 08:07:39,2,3
214.93,Debit,Albuquerque,23.255.214.209,M038,Online,28.0,Student,52.0,1.0,7835.4,2024-11-04 08:08:51,1,0
660.02,Debit,Nashville,77.7.223.184,M053,Branch,20.0,Student,84.0,1.0,414.4300000000003,2024-11-04 08:08:35,0,2
345.81,Debit,Raleigh,191.82.103.198,M099,Branch,40.0,Engineer,135.0,1.0,6116.8,2024-11-04 08:12:14,2,1
143.54,Debit,Philadelphia,83.207.115.164,M096,ATM,71.0,Retired,80.0,1.0,6067.62,2024-11-04 08:08:22,1,3
541.79,Debit,Mesa,93.169.212.219,M098,ATM,22.0,Student,125.0,1.0,1454.08,2024-11-04 08:11:29,2,0
40.56999999999999,Debit,Columbus,173.252.44.183,M096,Branch,26.0,Student,63.0,1.0,1476.9099999999999,2024-11-04 08:06:37,1,0
498.6700000000001,Debit,Miami,89.6.100.149,M036,Online,28.0,Student,244.0,1.0,1719.9700000000003,2024-11-04 08:08:24,2,0
227.22,Debit,El Paso,197.187.216.106,M074,ATM,53.0,Doctor,220.0,1.0,832.8199999999997,2024-11-04 08:11:56,1,3
59.44,Debit,Chicago,64.15.0.66,M002,Online,35.0,Engineer,176.0,1.0,5472.03,2024-11-04 08:06:34,1,1
230.46,Debit,Mesa,59.132.247.252,M003,Online,19.000000000000004,Student,179.0,1.0,162.52999999999975,2024-11-04 08:08:50,1,0
377.12,Debit,Houston,112.56.160.202,M049,ATM,34.0,Engineer,61.0,1.0,836.6700000000001,2024-11-04 08:11:40,2,3
420.28,Debit,Washington,110.150.1.201,M002,Branch,35.0,Doctor,144.0,1.0,8557.32,2024-11-04 08:09:01,2,1
124.59,Debit,Charlotte,85.239.236.80,M025,Branch,27.0,Student,171.0,1.0,129.28999999999996,2024-11-04 08:09:21,1,0
73.88,Debit,Charlotte,142.148.226.178,M015,Online,39.0,Doctor,34.0,1.0,6474.41,2024-11-04 08:09:09,1,1
245.93,Debit,Fresno,219.98.242.240,M054,Branch,54.0,Engineer,172.0,1.0,7986.63,2024-11-04 08:11:58,1,1
622.41,Debit,Indianapolis,134.222.122.238,M100,ATM,64.0,Doctor,125.0,1.0,7322.01,2024-11-04 08:07:48,0,1
43.72999999999999,Debit,Omaha,194.88.79.54,M011,ATM,34.0,Doctor,145.0,1.0,9929.43,2024-11-04 08:10:33,1,1
770.65,Debit,Jacksonville,161.161.26.115,M016,Online,31.0,Doctor,137.0,1.0,7198.8,2024-11-04 08:09:01,0,1
260.31,Debit,Austin,195.226.203.234,M065,Branch,63.0,Doctor,113.0,1.0,10980.38,2024-11-04 08:12:03,1,1
119.88999999999999,Debit,Tucson,166.79.195.157,M004,ATM,67.0,Doctor,60.0,1.0,6697.77,2024-11-04 08:09:02,1,1
106.38999999999999,Debit,Virginia Beach,211.42.9.0,M003,Online,37.0,Doctor,281.0,1.0,9410.99,2024-11-04 08:10:32,1,1
12.039999999999992,Debit,Fort Worth,31.127.129.152,M053,Online,37.0,Engineer,58.0,1.0,6213.32,2024-11-04 08:08:25,1,1
319.85,Debit,Denver,219.31.152.129,M083,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,2024-11-04 08:07:45,2,3
170.53,Debit,Oklahoma City,158.135.64.240,M089,Branch,24.0,Student,58.0,1.0,801.0100000000002,2024-11-04 08:09:49,1,2
41.49000000000001,Debit,Albuquerque,32.71.250.58,M027,Online,24.0,Student,13.0,1.0,928.3299999999999,2024-11-04 08:12:03,1,0
350.46,Debit,Nashville,152.234.65.155,M023,Branch,51.0,Retired,165.0,1.0,5839.38,2024-11-04 08:06:32,2,3
33.460000000000036,Debit,Seattle,189.248.139.91,M003,ATM,72.0,Retired,111.0,1.0,3641.07,2024-11-04 08:09:12,1,3
104.79000000000002,Debit,Denver,80.247.6.83,M039,ATM,70.0,Doctor,223.0,1.0,1352.19,2024-11-04 08:10:07,1,3
246.27,Debit,Fresno,144.91.150.133,M058,Online,29.0,Doctor,141.0,1.0,7299.86,2024-11-04 08:10:57,1,1
48.849999999999994,Debit,Dallas,68.254.244.208,M049,ATM,19.000000000000004,Student,176.0,1.0,1503.56,2024-11-04 08:07:15,1,0
332.0,Debit,Charlotte,197.23.128.119,M038,ATM,69.0,Retired,17.0,1.0,5943.13,2024-11-04 08:07:03,2,3
118.1,Debit,Memphis,110.243.14.36,M071,Online,54.0,Engineer,167.0,1.0,895.6599999999999,2024-11-04 08:09:14,1,3
295.64,Debit,Jacksonville,170.225.23.251,M021,Online,21.0,Student,82.0,1.0,1061.96,2024-11-04 08:10:41,1,0
514.33,Debit,Philadelphia,218.54.207.160,M017,Branch,25.0,Student,160.0,1.0,1592.94,2024-11-04 08:12:17,2,2
94.59,Debit,Washington,47.82.77.181,M085,Online,39.0,Doctor,34.0,1.0,6171.89,2024-11-04 08:10:37,1,1
80.43,Debit,Columbus,157.47.114.20,M014,Branch,59.0,Retired,157.0,1.0,5987.67,2024-11-04 08:08:18,1,3
54.25,Debit,Virginia Beach,51.250.122.123,M042,Online,68.0,Doctor,37.0,1.0,14783.33,2024-11-04 08:08:53,1,1
518.85,Debit,Kansas City,73.54.203.165,M038,Online,22.0,Student,82.0,1.0,1806.0,2024-11-04 08:06:37,2,2
10.650000000000006,Debit,Louisville,38.166.40.246,M081,Online,54.0,Doctor,161.0,1.0,13240.720000000001,2024-11-04 08:10:21,1,1
107.03,Debit,Miami,221.23.158.87,M038,Branch,27.0,Student,73.0,1.0,1408.0699999999997,2024-11-04 08:12:13,1,0
346.11,Debit,Dallas,130.92.201.49,M007,Branch,41.0,Engineer,213.0,1.0,9551.64,2024-11-04 08:08:03,2,1
138.06,Debit,Charlotte,113.21.93.28,M099,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,2024-11-04 08:06:52,1,3
158.02,Debit,New York,60.153.124.80,M026,ATM,49.0,Engineer,120.0,1.0,9374.24,2024-11-04 08:09:57,1,1
110.49000000000001,Debit,Raleigh,187.52.200.18,M068,Online,57.0,Doctor,48.0,1.0,10483.93,2024-11-04 08:12:20,1,1
329.4,Debit,Denver,104.155.121.252,M017,Online,34.0,Doctor,68.0,1.0,9588.07,2024-11-04 08:07:55,2,1
635.4,Debit,Denver,215.97.143.157,M018,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,2024-11-04 08:11:45,0,3
769.97,Debit,San Diego,24.129.74.189,M058,Branch,22.0,Student,23.0,1.0,1244.9300000000003,2024-11-04 08:09:51,0,2
175.07,Debit,Chicago,147.125.143.41,M091,Branch,26.0,Student,169.0,1.0,1040.2500000000005,2024-11-04 08:08:15,1,0
7.310000000000031,Debit,Las Vegas,160.160.113.117,M028,Branch,78.0,Retired,282.0,1.0,5757.67,2024-11-04 08:07:15,1,3
56.120000000000005,Debit,El Paso,11.167.243.171,M049,ATM,30.0,Doctor,102.0,1.0,8839.67,2024-11-04 08:09:30,1,1
35.72999999999999,Debit,Miami,205.69.66.135,M028,Branch,65.0,Doctor,87.0,1.0,9073.17,2024-11-04 08:11:09,1,1
3.4399999999999977,Debit,Fort Worth,45.64.74.86,M004,ATM,78.0,Retired,108.0,1.0,7561.33,2024-11-04 08:12:20,1,3
115.11000000000001,Debit,Albuquerque,190.164.160.79,M011,Online,28.0,Engineer,139.0,1.0,9808.97,2024-11-04 08:10:18,1,1
171.11,Debit,San Francisco,55.154.161.250,M084,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40,1,3
408.46,Debit,Raleigh,201.95.180.152,M058,Branch,64.0,Retired,28.0,1.0,3140.79,2024-11-04 08:08:20,2,3
580.71,Debit,Philadelphia,115.241.186.164,M046,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54,2,3
253.47,Debit,Atlanta,81.248.235.147,M077,Branch,20.0,Student,238.0,1.0,220.51000000000022,2024-11-04 08:08:12,1,0
22.810000000000002,Debit,New York,81.102.230.41,M083,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59,1,3
810.36,Debit,Columbus,139.23.212.102,M081,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19,0,0
9.829999999999984,Debit,Memphis,210.98.198.143,M004,ATM,24.0,Student,86.0,1.0,666.4200000000001,2024-11-04 08:09:03,1,2
340.05,Debit,Detroit,163.58.140.206,M038,ATM,43.0,Engineer,37.0,1.0,7234.15,2024-11-04 08:07:43,2,1
283.45,Debit,Chicago,128.16.32.183,M039,Branch,27.0,Engineer,127.0,1.0,2049.51,2024-11-04 08:08:51,1,0
100.99000000000001,Debit,New York,109.105.179.186,M078,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 08:09:12,1,1
90.88,Debit,Albuquerque,196.244.194.198,M071,Branch,18.0,Student,176.0,1.0,3908.47,2024-11-04 08:07:13,1,0
655.15,Debit,Seattle,11.167.243.171,M083,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 08:07:15,0,2
320.55,Debit,Milwaukee,199.6.127.153,M041,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14,2,3
41.50999999999999,Debit,Phoenix,16.51.235.240,M084,Online,28.0,Student,48.0,1.0,609.6000000000004,2024-11-04 08:11:54,1,2
235.4,Debit,Detroit,73.108.76.238,M038,Branch,28.0,Student,70.0,1.0,818.3599999999997,2024-11-04 08:10:13,1,0
159.32,Debit,Seattle,37.227.215.145,M033,Branch,18.0,Student,100.0,1.0,304.4399999999996,2024-11-04 08:10:32,1,2
20.220000000000027,Debit,Jacksonville,170.225.23.251,M003,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32,1,1
50.400000000000006,Debit,San Antonio,44.197.126.59,M079,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,2024-11-04 08:07:17,1,2
73.88,Debit,Los Angeles,134.140.85.231,M009,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11,1,3
119.61000000000001,Debit,San Diego,99.205.173.118,M017,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:27,1,1
116.57999999999998,Debit,Raleigh,20.147.6.179,M038,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50,1,3
67.57,Debit,Charlotte,165.35.58.173,M093,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15,1,3
326.29,Debit,Denver,6.44.165.160,M025,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44,2,1
158.56,Debit,Sacramento,218.238.171.184,M087,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48,1,1
56.02000000000001,Debit,Memphis,81.248.235.147,M003,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58,1,2
504.63,Debit,Portland,77.21.150.75,M068,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,2,3
820.15,Debit,Kansas City,13.188.62.74,M093,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34,0,1
8.370000000000005,Debit,Chicago,142.184.68.230,M011,ATM,63.0,Retired,135.0,1.0,1106.3400000000006,2024-11-04 08:11:23,1,3
637.97,Debit,New York,104.165.213.58,M066,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56,0,3
